EG	GN	GI	Type	Len	Ori	LeftEnd	RightEnd	Syn	MN	Description	
EG10178	cyoA	g1786635	aa	315	Counterclockwise	449887	450834	Null	Cytochrome o oxidase	Cytochrome o oxidase subunit II, lipoprotein; also called cytochrome bo(3) ubiquinol oxidase subunit II
EG10179	cyoB	g1786634	aa	663	Counterclockwise	447874	449865	Null	Cytochrome o oxidase	Cytochrome o oxidase subunit I; cytochrome bo(3) ubiquinol oxidase subunit I
EG10180	cyoC	g1786633	aa	204	Counterclockwise	447270	447884	Null	Cytochrome o oxidase	Cytochrome o oxidase subunit III; cytochrome bo(3) ubiquinol oxidase subunit III
EG10181	cyoD	g1786632	aa	109	Counterclockwise	446941	447270	Null	Cytochrome o oxidase	Cytochrome o oxidase subunit IV; cytochrome bo(3) ubiquinol oxidase subunit IV
EG10182	cyoE	g1786631	aa	296	Counterclockwise	446039	446929	Null	Cytochrome o oxidase	Cytochrome o oxidase protoheme IX farnesyltransferase subunit
EG10183	cysA	g1788761	aa	365	Counterclockwise	2537739	2538836	Null	Cysteine	Sulfate permease, chromate resistance
EG10184	cysB	g1787530	aa	324	Clockwise	1331879	1332853	Null	Cysteine	Positive regulator for Cys regulon, acetylserine inducer; downregulates ssuEADCB; cysteine desulfhydrase
EG10185	cysC	g1789107	aa	201	Counterclockwise	2871409	2872014	Null	Cysteine	Adenylylsulfate kinase, APS kinase
EG10186	cysD	g1789109	aa	302	Counterclockwise	2873443	2874351	Null	Cysteine	Sulfate adenylyltransferase
EG10187	cysE	g1790035	aa	273	Counterclockwise	3779764	3780585	Null	Cysteine	Cysteine synthase, serine acetyltransferase (SAT); first step in cysteine synthesis; feedback inhibited by cysteine.hexameric
EG10188	cysG	g1789768	aa	457	Clockwise	3495850	3497223	Null	Cysteine	Siroheme synthase, multifunctional enzyme; has three activities: uroporphyrinogen III methyltransferase, SAM-dependent; precorrin-2 dehydrogenase; sirohydrochlorin ferrochelatase
EG10189	cysH	g1789121	aa	244	Counterclockwise	2885600	2886334	Null	Cysteine	Phosphoadenylyl sulfate (PAPS) reductase
EG10190	cysI	g1789122	aa	570	Counterclockwise	2886409	2888121	Null	Cysteine	Sulfite reductase [NADPH] hemoprotein beta-component; has 4Fe-4S iron-sulfur center
EG10191	cysJ	g1789123	aa	599	Counterclockwise	2888121	2889920	Null	Cysteine	Sulfite reductase [NADPH] flavoprotein alpha-component; binds FMN and FAD
EG10192	cysK	g1788754	aa	323	Clockwise	2530431	2531402	cysZ	Cysteine	Cysteine synthase A, O-acetylserine sulfhydrylase A; homodimeric; selenate, azaserine, chromate resistance; alkali-inducible, sulfate starvation-inducible protein SSI5; cysteine desulfhydrase
EG10193	cysM	g2367138	aa	303	Counterclockwise	2536694	2537605	Null	Cysteine	Cysteine synthase B, O-acetylserine sulfhydrylase B
EG10194	cysN	g1789108	aa	475	Counterclockwise	2872014	2873441	Null	Cysteine	Gtp subunit of ATP sulfurylase
EG10195	cysP	g1788765	aa	338	Counterclockwise	2540534	2541550	Null	Cysteine	Periplasmic sulfate binding protein
EG10196	cysS	g1786737	aa	461	Clockwise	553834	555219	Null	Cysteine	Cysteine--tRNA ligase; binds Zn(II)
EG10197	cysU	g1788764	aa	277	Counterclockwise	2539701	2540534	cysT	Cysteine	Cysteine transport system; may also transport molybdate
EG10198	cysW	g87082099	aa	291	Counterclockwise	2538826	2539701	Null	Cysteine	Membrane-bound sulfate transport protein; may also transport molybdate
EG10200	cytR	g1790369	aa	341	Counterclockwise	4121454	4122479	Null	Cytidine catabolism regulator	Regulatory gene for deo, udp, and cdd; mutants show improved growth on uridine
EG10201	dacA	g1786851	aa	403	Counterclockwise	661975	663186	pfv	D-Alanine carboxypeptidase	D-alanine D-alanine carboxypeptidase PBP5, cell morphology; penicillin-binding protein 5; beta-lactamase activity
EG10202	dacB	g1789573	aa	477	Clockwise	3326985	3328418	Null	D-Alanine carboxypeptidase	D-alanine D-alanine carboxypeptidase PBP4; penicillin-binding protein 4
EG10203	dacC	g1787062	aa	400	Clockwise	879950	881152	Null	D-Alanine carboxypeptidase	D-alanine D-alanine carboxypeptidase PBP6; penicillin-binding protein 6
EG10204	dam	g1789789	aa	278	Counterclockwise	3513099	3513935	Null	DNA adenine methylase	DNA-(adenine-N6)-methyltransferase, methylates GATC; role in repair and replication
EG10205	dapA	g1788823	aa	292	Counterclockwise	2596904	2597782	Null	DiAminoPimelate	Dihydrodipicolinate synthase
EG10206	dapB	g1786214	aa	273	Clockwise	28374	29195	Null	DiAminoPimelate	Dihydrodipicolinate reductase
EG10207	dapD	g1786362	aa	274	Counterclockwise	185123	185947	ssa	DiAminoPimelate	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase; mutations suppress growth defects of strains lacking superoxide dismutase
EG10208	dapE	g1788816	aa	375	Clockwise	2589629	2590756	msgB	DiAminoPimelate	N-succinyl-diaminopimelate desuccinylase, DAP/lysine biosynthesis, contains Zn(2+)/Co(2+)
EG10209	dapF	g87082334	aa	274	Clockwise	3992785	3993609	Null	DiAminoPimelate	Diaminopimelate epimerase
EG10210	dbpA	g1787605	aa	457	Clockwise	1407535	1408908	rhlC	DEAD Box Protein	ATP-dependent 3'-5' RNA helicase, specific for 23S rRNA
EG10211	dcm	g1788271	aa	472	Counterclockwise	2028923	2030341	mec	DNA cytosine methylation	DNA cytosine methyltransferase; internal cytosine methylated
EG10212	dcp	g1787819	aa	681	Counterclockwise	1623359	1625404	Null	Dipeptidyl carboxypeptidase	Dipeptidyl carboxypeptidase II
EG10213	ddlA	g1786579	aa	364	Counterclockwise	399053	400147	Null	D-alanine D-alanine Ligase A	D-alanine:D-alanine ligase A, ADP-forming
EG10214	ddlB	g1786280	aa	306	Clockwise	102233	103153	ddl	D-alanine D-alanine Ligase B	D-alanine:D-alanine ligase B, ADP-forming
EG10215	deaD	g87082221	aa	629	Counterclockwise	3303993	3305882	csdA;mssB;rhlD	DEAD motif	ATP-dependent RNA helicase, 50S ribosomal subunit biogenesis; translation factor W2; factor X; facilitates translation of mRNAs with 5' secondary structures; multicopy suppressor of rpsB(Ts) mutations
EG10216	dedA	g1788656	aa	219	Counterclockwise	2432104	2432763	Null	Downstream E. coli DNA	Inner membrane protein in pdxB operon, function unknown
EG10217	accD	g1788655	aa	304	Counterclockwise	2431034	2431948	dedB;usg	Acetyl-CoA carboxylase	Acetyl-CoA carboxylase, carboxyltransferase beta subunit
EG10218	dedD	g87082083	aa	220	Counterclockwise	2429044	2429706	Null	Downstream E. coli DNA	Membrane-anchored periplasmic protein involved in septation
EG10219	deoA	g1790842	aa	440	Clockwise	4616252	4617574	TP;tpp;ttg	Deoxyribose	Thymidine phosphorylase; homodimeric
EG10220	deoB	g1790843	aa	407	Clockwise	4617626	4618849	drm;thyR;tlr	Deoxyribose	Phosphopentomutase; deoxyribouratase
EG10221	deoC	g1790841	aa	259	Clockwise	4615346	4616125	dra;thyR;tlr	Deoxyribose	2-deoxy-D-ribose 5-phosphate aldolase (DERA); deoxyriboaldolase; binds selenium
EG10222	deoD	g1790844	aa	239	Clockwise	4618906	4619625	pup	Deoxyribose	Purine nucleoside phosphorylase; PNP; hexamer
EG10223	deoR	g1787063	aa	252	Counterclockwise	881199	881957	nucR	Deoxyribose	Repressor for deo operon, nupG and tsx; binds deoxyribose-5-phosphate inducer
EG10224	dgkA	g1790475	aa	122	Clockwise	4254660	4255028	Null	Diglyceride kinase	Diacylglycerol kinase
EG10225	dgt	g1786355	aa	505	Clockwise	179237	180754	optA	dGTP triphosphohydrolase	Deoxyguanosine 5'-triphosphate triphosphohydrolase
EG10226	dicA	g1787853	aa	135	Clockwise	1645958	1646365	ftsT	Division control	Regulatory for dicB, Qin prophage
EG10227	dicB	g1787857	aa	62	Clockwise	1647633	1647821	ftsT	Division control	Control of cell division, activates MinC, Qin prophage
EG10228	dicC	g1787852	aa	76	Counterclockwise	1645644	1645874	ftsT	Division control	Regulatory for dicB, Qin prophage
EG10229	flk	g1788661	aa	331	Clockwise	2435972	2436967	div;rflH	Flagella	Prevents premature secretion of FlgM; senses flagellar assembly stage
EG10230	dksA	g1786338	aa	151	Counterclockwise	160149	160604	msmA	dnaK suppressor	RNAP-binding protein modulating ppGpp and iNTP regulation; reduces open complex half-life on rRNA promoters; removes trasncriptional roadblocks to replication
EG10231	dld	g1788454	aa	571	Clockwise	2220207	2221922	Null	D-Lactate dehydrogenase	D-lactate dehydrogenase; vinylglycolate resistance, FAD enzyme
EG10232	dmsA	g87081797	aa	814	Clockwise	940182	942626	Null	DMSO reductase	DMSO reductase subunit A, anaerobic, periplasmic
EG10233	dmsB	g1787122	aa	205	Clockwise	942637	943254	Null	DMSO reductase	DMSO reductase subunit B; apparent Fe-S binding subunit; anaerobic
EG10234	dmsC	g1787123	aa	287	Clockwise	943256	944119	Null	DMSO reductase	DMSO reductase subunit C, periplasmic; has a membrane bound anchor
EG10235	dnaA	g2367267	aa	467	Counterclockwise	3880349	3881752	Null	DNA	DNA synthesis initiator and global transcription regulator; binds DNA at DnaA boxes, binds cardiolipin and other acidic phospholipids, binds ATP
EG10236	dnaB	g1790486	aa	471	Clockwise	4262337	4263752	groP;grpA;grpD	DNA	Replicative DNA helicase; DNA-dependent ATPase involved in DNA synthesis; binds DNA contrahelicase termination protein Tus at Ter sites; possibly involved in DNA recombination
EG10237	dnaC	g1790823	aa	245	Counterclockwise	4598261	4598998	dnaD	DNA	DNA biosynthesis, helicase DnaB loader; dual ATP/ADP switch protein
EG10238	dnaE	g1786381	aa	1160	Clockwise	205126	208608	polC;sdgC	DNA	DNA polymerase III, alpha subunit; suppressor of dnaG-Ts
EG10239	dnaG	g1789447	aa	581	Clockwise	3209129	3210874	dnaP;parB;sdgA	DNA	Primase for DNA replication; primer synthesis for leading- and lagging-strand synthesis; binds Zn(II)
EG10240	dnaJ	g1786197	aa	376	Clockwise	14168	15298	faa;groP;grpC	DNA	DnaK co-chaperone; DNA-binding protein; stress-related DNA biosynthesis, responsive to heat shock; binds Zn(II)
EG10241	dnaK	g1786196	aa	638	Clockwise	12163	14079	groPAB;groPC;groPF;grpC;grpF;seg	DNA	Hsp70 molecular chaperone, heat-inducible; bichaperone with ClpB for protein disaggregation
EG10242	dnaN	g1790136	aa	366	Counterclockwise	3879244	3880344	Null	DNA	DNA polymerase III sliding clamp beta subunit; required for high processivity; required for regulatory inactivation of DnaA
EG10243	dnaQ	g1786409	aa	243	Clockwise	236067	236798	mutD	DNA	DNA polymerase III epsilon subunit; streptomycin, azaserine resistant; 3' to 5' proofreading, lexA regulon
EG10244	dnaT	g1790824	aa	179	Counterclockwise	4599001	4599540	Null	DNA	Primasomal protein i
EG10245	dnaX	g1786676	aa	643	Clockwise	491316	493247	dnaZ	DNA	DNA polymerase III holoenzyme, tau and gamma ATPase subunits; gamma chain (aa 1-431) is main subunit of the clamp loader complex
EG10246	mltD	g1786405	aa	452	Counterclockwise	232597	233955	dniR;yafG	Membrane-bound lytic transglycosylase D	Membrane-bound lytic transglycosylase D, murein hydrolase; periplasmic OM-attached lipoprotein
EG10247	acpS	g1788916	aa	126	Counterclockwise	2698640	2699020	dpj	Acyl carrier protein	ACP-CoA phosphopantetheinyltransferase; Holo-ACP synthase
EG10248	dppA	g1789966	aa	535	Counterclockwise	3704121	3705728	alu;dpp;fpp	Dipeptide permease system	Dipeptide/heme transport, periplasmic binding protein; recognition for transport and chemotaxis
EG10249	dsdA	g1788708	aa	442	Clockwise	2477224	2478552	Null	D-Serine deaminase	D-serine dehydratase
EG10250	dsdX	g1788707	aa	445	Clockwise	2475869	2477206	dsdC;yfdA;yfdD	D-Serine deaminase	D-serine permease; D-serine tolerance
EG10251	dut	g1790071	aa	151	Clockwise	3811955	3812410	dnaS;sof	dUTPase	dUTP pyrophosphatase; dUTPase
EG10252	ebgA	g48994920	aa	1030	Clockwise	3220655	3223747	Null	Evolved beta-galactosidase	Evolved beta-galactosidase, alpha subunit; normal substrate and function unknown; alpha(4)beta(4) holoenzyme
EG10253	ebgC	g1789458	aa	149	Clockwise	3223744	3224193	Null	Evolved beta-galactosidase	Evolved beta-galactosidase, beta subunit; normal substrate and function unknown; alpha(4)beta(4) holoenzyme
EG10254	ebgR	g1789456	aa	327	Clockwise	3219488	3220471	Null	Evolved beta-galactosidase	ebgAC operon repressor
EG10255	eco	g1788538	aa	162	Clockwise	2301927	2302415	eti	Ecotin	Ecotin, serine protease inhibitor
EG10256	eda	g1788156	aa	213	Counterclockwise	1930139	1930780	hga;kdgA;kga	Entner-Douderoff aldolase	KHG/KDPG aldolase; 2-keto-4-hydroxyglutarate aldolase and 2-keto-3-deoxy-6-phosphogluconate aldolase activities; homotrimeric; 2-keto-4-hydroxyglutarate aldolase is also known as 4-hydroxy-2-oxoglutarate aldolase. 2-keto-3-deoxy-6-phosphogluconate aldolas
EG10257	edd	g1788157	aa	603	Counterclockwise	1930817	1932628	Null	Entner-Douderoff dehydratase	Phosphogluconate dehydratase; growth on gluconate
EG10258	eno	g1789141	aa	432	Counterclockwise	2904665	2905963	Null	Enolase	Enolase; phosphoprotein; component of RNA degradosome
EG10259	entA	g1786812	aa	248	Clockwise	627774	628520	Null	Enterochelin	2,3-Dihydro-2,3-dihydroxybenzoate dehydrogenase
EG10260	entB	g1786811	aa	285	Clockwise	626917	627774	entG	Enterochelin	Isochorismatase, aryl carrier protein (ArCP); also called 2,3-dihydro-2,3-dihydroxybenzoate synthase
EG10261	entC	g1786809	aa	391	Clockwise	624108	625283	fepF	Enterochelin	Isochorismate synthase
EG10262	entD	g1786797	aa	209	Counterclockwise	608682	609311	Null	Enterochelin	Enterochelin synthase, component D; EntB(ArCP)/EntF-CoA phosphopantetheinyltransferase; facilitates secretion of enterobactin peptide
EG10263	entE	g1786810	aa	536	Clockwise	625293	626903	Null	Enterochelin	Enterochelin synthase, component E; 2,3-dihydroxybenzoate (DHB)-AMP ligase; holo-EntB(ArCP)-S-DHB formation
EG10264	entF	g1786801	aa	1293	Clockwise	613380	617261	Null	Enterochelin	Enterochelin synthase, component F; multifunctional: holo-EntF(PCP), primed by EntD; seryl-AMP, seryl-S-EntF synthase; DHB-Ser-S-EntF intermediate formation; chain-releasing thioesterase (TE) domain is both a cyclotrimerizing lactone synthase and an elong
EG10265	lpxC	g1786285	aa	305	Clockwise	106557	107474	asmB;envA	Lipid A expression/biosynthesis	Lipid A synthesis, UDP-3-O-(R-3-hydroxymyristoyl)-N-acetylglucosamine deacetylase; zinc metalloamidase; cell envelope and cell separation
EG10266	acrE	g1789665	aa	385	Clockwise	3411886	3413043	envC	Acridine	AcrEF-TolC efflux pump, multidrug/solvent resistance; membrane-fusion lipoprotein
EG10267	acrF	g1789666	aa	1034	Clockwise	3413055	3416159	envD	Acridine	AcrEF-TolC efflux pump, multidrug/solvent resistance; osmotically remedial envelope defect
EG10268	envY	g1786778	aa	253	Counterclockwise	585370	586131	Null	Envelope	Thermoregulatory activator of porin expression, AraC family
EG10269	envZ	g1789808	aa	450	Counterclockwise	3532538	3533890	ompB;perA;tpo	Envelope	Osmosensor histidine protein kinase/phosphatase; regulates production of outer membrane proteins; dimeric
EG10270	era	g1788919	aa	301	Counterclockwise	2700503	2701408	sdgE	E. coli ras-like	Ribosome-associated GTPase essential for growth; also required for a normal adaptation response to thermal stress; GTP-dependent autophosphorylating protein kinase activity; membrane-associated, 16S rRNA-binding protein; cell cycle arrest, possible checkp
EG10271	exbB	g1789381	aa	244	Counterclockwise	3149272	3150006	Null	Export	Uptake of enterochelin; resistance or sensitivity to colicins; similarity with TolQ
EG10272	exbD	g1789380	aa	141	Counterclockwise	3148840	3149265	Null	Export	Uptake of enterochelin; resistance or sensitivity to colicins; similarity with TolR
EG10273	fabA	g1787187	aa	172	Counterclockwise	1015175	1015693	Null	Fatty acid biosynthesis	3R-3-hydroxydecanoyl acyl carrier protein (ACP) dehydratase; also called beta-hydroxydecanoylthioester dehydrase
EG10274	fabB	g1788663	aa	406	Counterclockwise	2438407	2439627	fabC	Fatty acid biosynthesis	3-oxoacyl-[acyl-carrier-protein] synthase I; beta-Ketoacyl-ACP synthase I; KAS I; homodimeric
EG10275	accB	g1789653	aa	156	Clockwise	3403458	3403928	fabE	Acetyl-CoA carboxylase	Acetyl-CoA carboxylase, biotin carboxyl carrier protein; BCCP; homodimeric
EG10276	accC	g1789654	aa	449	Clockwise	3403939	3405288	fabG	Acetyl-CoA carboxylase	Acetyl-CoA carboxylase, biotin carboxylase (BC) subunit
EG10277	fabH	g1787333	aa	317	Clockwise	1147982	1148935	Null	Fatty acid biosynthesis	beta-Ketoacyl-ACP synthase III; KAS III; monomer
EG10278	fadA	g48994986	aa	387	Counterclockwise	4025632	4026795	oldA	Fatty acid degradation	3-ketoacyl-CoA thiolase, fatty acid oxidation complex subunit beta
EG10279	fadB	g1790281	aa	729	Counterclockwise	4026805	4028994	oldB	Fatty acid degradation	Multifunctional fatty acid oxidation complex subunit alpha; four enzyme activities: L-3-hydroxyacyl-CoA dehydrogenase, 3-hydroxyacyl-CoA epimerase, dodecenoyl-CoA-delta-isomerase, and small-chain-length enoyl-CoA hydratase (cronotase)
EG10280	fadL	g1788686	aa	446	Clockwise	2459328	2460668	ttr	Fatty acid degradation	Fatty acid transport protein, outer membrane; long-chain fatty acid receptor
EG10281	fadR	g1787436	aa	239	Clockwise	1234161	1234880	dec;ole;oleR;thdB	Fatty acid degradation	Repressor/activator for fatty acid metabolism regulon; fatty acid-responsive transcription factor; fabAB, iclR activator (regulates aceBAK, glyoxylate shunt); fad repressor; homodimeric
EG10282	fbaA	g1789293	aa	359	Counterclockwise	3068187	3069266	ald;fba;fda	Fructose bis-P aldolase	Fructose-bisphosphate aldolase, class II; binds Zn(II); homdomeric
EG10283	fbp	g1790679	aa	332	Counterclockwise	4452634	4453632	fdp	Fructose-bisphosphatase	Fructose-1,6-bisphosphatase; allosteric: inhibited by AMP
EG10284	fdhE	g1790324	aa	309	Counterclockwise	4078322	4079251	Null	Formate dehydrogenase	Redox enzyme maturation protein (REMP) for FdnG/FdoG; required for formate dehydrogenase activity; probable cytoplasmic protein
EG10285	fdhF	g3868721	aa	715	Counterclockwise	4295242	4297389	Null	Formate dehydrogenase	Formate dehydrogenase H, selenopeptide; molybdate dependence; part of FHL-1 and FHL-2 (formate hydrogenlyase) complexes
EG10286	fecA	g1790743	aa	774	Counterclockwise	4512376	4514700	Null	Ferric citrate	Outer membrane ferric citrate receptor; ferric citrate uptake, TonB-dependent; signals FecR to activate FecI
EG10287	fecB	g87082411	aa	300	Counterclockwise	4511429	4512331	Null	Ferric citrate	Periplasmic ferric citrate-binding protein
EG10288	fecC	g1790741	aa	332	Counterclockwise	4510434	4511432	Null	Ferric citrate	Ferric citrate transport membrane permease
EG10289	fecD	g1790740	aa	318	Counterclockwise	4509481	4510437	Null	Ferric citrate	Ferric citrate transport membrane permease
